county,precinct,office,district,party,candidate,votes,election_day,absentee,mail
Kansas City,"W1-P5,2,6,7",PROSECUTING ATTORNEY Jackson County,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W1-P5,2,6,7",PROSECUTING ATTORNEY Jackson County,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W1-P5,2,6,7",SHERIFF Jackson County,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W1-P5,2,6,7",SHERIFF Jackson County,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W1-P5,2,6,7",COUNTY COMMITTEEMAN Ward 1,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W1-P5,2,6,7",COUNTY COMMITTEEMAN Ward 1,,LIB,Write-In Totals,0,0,0,0
Kansas City,"W1-P5,2,6,7",COUNTY COMMITTEEMAN Ward 1,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W1-P5,2,6,7",COUNTY COMMITTEEWOMAN Ward 1,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W1-P5,2,6,7",COUNTY COMMITTEEWOMAN Ward 1,,LIB,Write-In Totals,0,0,0,0
Kansas City,"W1-P5,2,6,7",COUNTY COMMITTEEWOMAN Ward 1,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W1-P5,2,6,7",GOVERNOR,,GRE,JEROME HOWARD BAUER,2,2,0,0
Kansas City,"W1-P5,2,6,7",GOVERNOR,,GRE,Total Votes Cast,2,2,0,0
Kansas City,"W1-P5,2,6,7",LIEUTENANT GOVERNOR,,GRE,KELLEY DRAGOO,2,2,0,0
Kansas City,"W1-P5,2,6,7",LIEUTENANT GOVERNOR,,GRE,Total Votes Cast,2,2,0,0
Kansas City,"W1-P5,2,6,7",SECRETARY OF STATE,,GRE,PAUL LEHMANN,2,2,0,0
Kansas City,"W1-P5,2,6,7",SECRETARY OF STATE,,GRE,Total Votes Cast,2,2,0,0
Kansas City,"W1-P5,2,6,7",STATE TREASURER,,GRE,JOSEPH CIVETTINI,2,2,0,0
Kansas City,"W1-P5,2,6,7",STATE TREASURER,,GRE,Total Votes Cast,2,2,0,0
Kansas City,"W1-P5,2,6,7",ATTORNEY GENERAL,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W1-P5,2,6,7",ATTORNEY GENERAL,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W1-P5,2,6,7",U.S. House,5,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W1-P5,2,6,7",U.S. House,5,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W1-P5,2,6,7",State Senate,7,GRE,NATHAN KLINE,2,2,0,0
Kansas City,"W1-P5,2,6,7",State Senate,7,GRE,Total Votes Cast,2,2,0,0
Kansas City,"W1-P5,2,6,7",State House,24,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W1-P5,2,6,7",State House,24,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W1-P5,2,6,7",PROSECUTING ATTORNEY Jackson County,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W1-P5,2,6,7",PROSECUTING ATTORNEY Jackson County,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W1-P5,2,6,7",SHERIFF Jackson County,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W1-P5,2,6,7",SHERIFF Jackson County,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W1-P5,2,6,7",COUNTY COMMITTEEMAN Ward 1,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W1-P5,2,6,7",COUNTY COMMITTEEMAN Ward 1,,GRE,Write-In Totals,0,0,0,0
Kansas City,"W1-P5,2,6,7",COUNTY COMMITTEEMAN Ward 1,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W1-P5,2,6,7",COUNTY COMMITTEEWOMAN Ward 1,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W1-P5,2,6,7",COUNTY COMMITTEEWOMAN Ward 1,,GRE,Write-In Totals,1,1,0,0
Kansas City,"W1-P5,2,6,7",COUNTY COMMITTEEWOMAN Ward 1,,GRE,Total Votes Cast,1,1,0,0
Kansas City,"W1-P5,2,6,7",GOVERNOR,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W1-P5,2,6,7",GOVERNOR,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W1-P5,2,6,7",LIEUTENANT GOVERNOR,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W1-P5,2,6,7",LIEUTENANT GOVERNOR,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W1-P5,2,6,7",SECRETARY OF STATE,,CON,PAUL VENABLE,0,0,0,0
Kansas City,"W1-P5,2,6,7",SECRETARY OF STATE,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W1-P5,2,6,7",STATE TREASURER,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W1-P5,2,6,7",STATE TREASURER,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W1-P5,2,6,7",ATTORNEY GENERAL,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W1-P5,2,6,7",ATTORNEY GENERAL,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W1-P5,2,6,7",U.S. House,5,CON,No Candidate Filed,0,0,0,0
Kansas City,"W1-P5,2,6,7",U.S. House,5,CON,Total Votes Cast,0,0,0,0
Kansas City,"W1-P5,2,6,7",State Senate,7,CON,No Candidate Filed,0,0,0,0
Kansas City,"W1-P5,2,6,7",State Senate,7,CON,Total Votes Cast,0,0,0,0
Kansas City,"W1-P5,2,6,7",State House,24,CON,No Candidate Filed,0,0,0,0
Kansas City,"W1-P5,2,6,7",State House,24,CON,Total Votes Cast,0,0,0,0
Kansas City,"W1-P5,2,6,7",PROSECUTING ATTORNEY Jackson County,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W1-P5,2,6,7",PROSECUTING ATTORNEY Jackson County,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W1-P5,2,6,7",SHERIFF Jackson County,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W1-P5,2,6,7",SHERIFF Jackson County,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W1-P5,2,6,7",COUNTY COMMITTEEMAN Ward 1,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W1-P5,2,6,7",COUNTY COMMITTEEMAN Ward 1,,CON,Write-In Totals,1,1,0,0
Kansas City,"W1-P5,2,6,7",COUNTY COMMITTEEMAN Ward 1,,CON,Total Votes Cast,1,1,0,0
Kansas City,"W1-P5,2,6,7",COUNTY COMMITTEEWOMAN Ward 1,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W1-P5,2,6,7",COUNTY COMMITTEEWOMAN Ward 1,,CON,Write-In Totals,1,1,0,0
Kansas City,"W1-P5,2,6,7",COUNTY COMMITTEEWOMAN Ward 1,,CON,Total Votes Cast,1,1,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",Ballots Cast,,,,559,490,16,53
Kansas City,"W2-P2,1,3,10,11,13,17,18",Ballots Cast,,NON,,12,9,1,2
Kansas City,"W2-P2,1,3,10,11,13,17,18",Ballots Cast,,REP,,37,33,1,3
Kansas City,"W2-P2,1,3,10,11,13,17,18",Ballots Cast,,DEM,,503,442,14,47
Kansas City,"W2-P2,1,3,10,11,13,17,18",Ballots Cast,,LIB,,3,3,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",Ballots Cast,,GRE,,2,2,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",Ballots Cast,,CON,,2,1,0,1
Kansas City,"W2-P2,1,3,10,11,13,17,18",CONSTITUTIONAL AMENDMENT NO. 2,,,Yes,503,445,13,45
Kansas City,"W2-P2,1,3,10,11,13,17,18",CONSTITUTIONAL AMENDMENT NO. 2,,,No,43,36,2,5
Kansas City,"W2-P2,1,3,10,11,13,17,18",CONSTITUTIONAL AMENDMENT NO. 2,,,Total Votes Cast,546,481,15,50
Kansas City,"W2-P2,1,3,10,11,13,17,18",GOVERNOR,,REP,RALEIGH RITTER,2,2,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",GOVERNOR,,REP,MIKE PARSON,25,22,1,2
Kansas City,"W2-P2,1,3,10,11,13,17,18",GOVERNOR,,REP,JAMES W. (JIM) NEELY,2,2,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",GOVERNOR,,REP,SAUNDRA MCDOWELL,7,6,0,1
Kansas City,"W2-P2,1,3,10,11,13,17,18",GOVERNOR,,REP,Total Votes Cast,36,32,1,3
Kansas City,"W2-P2,1,3,10,11,13,17,18",LIEUTENANT GOVERNOR,,REP,ARNIE C. AC DIENOFF,4,4,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",LIEUTENANT GOVERNOR,,REP,MIKE KEHOE,13,12,0,1
Kansas City,"W2-P2,1,3,10,11,13,17,18",LIEUTENANT GOVERNOR,,REP,AARON T WISDOM,4,3,1,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",LIEUTENANT GOVERNOR,,REP,MIKE CARTER,12,11,0,1
Kansas City,"W2-P2,1,3,10,11,13,17,18",LIEUTENANT GOVERNOR,,REP,Total Votes Cast,33,30,1,2
Kansas City,"W2-P2,1,3,10,11,13,17,18",SECRETARY OF STATE,,REP,JOHN R. (JAY) ASHCROFT,32,28,1,3
Kansas City,"W2-P2,1,3,10,11,13,17,18",SECRETARY OF STATE,,REP,Total Votes Cast,32,28,1,3
Kansas City,"W2-P2,1,3,10,11,13,17,18",STATE TREASURER,,REP,SCOTT FITZPATRICK,32,29,1,2
Kansas City,"W2-P2,1,3,10,11,13,17,18",STATE TREASURER,,REP,Total Votes Cast,32,29,1,2
Kansas City,"W2-P2,1,3,10,11,13,17,18",ATTORNEY GENERAL,,REP,ERIC SCHMITT,33,30,1,2
Kansas City,"W2-P2,1,3,10,11,13,17,18",ATTORNEY GENERAL,,REP,Total Votes Cast,33,30,1,2
Kansas City,"W2-P2,1,3,10,11,13,17,18",U.S. House,5,REP,CLAY CHASTAIN,7,6,0,1
Kansas City,"W2-P2,1,3,10,11,13,17,18",U.S. House,5,REP,RYAN DERKS,19,17,1,1
Kansas City,"W2-P2,1,3,10,11,13,17,18",U.S. House,5,REP,WELDON (WILBUR) WOODWARD,3,2,0,1
Kansas City,"W2-P2,1,3,10,11,13,17,18",U.S. House,5,REP,RICHONDA OAKS,2,2,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",U.S. House,5,REP,R H (TWIN BEARS) HESS,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",U.S. House,5,REP,JERRY W BARHAM,3,3,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",U.S. House,5,REP,Total Votes Cast,34,30,1,3
Kansas City,"W2-P2,1,3,10,11,13,17,18",State House,9,REP,DAVID MARTIN,30,27,1,2
Kansas City,"W2-P2,1,3,10,11,13,17,18",State House,9,REP,Total Votes Cast,30,27,1,2
Kansas City,"W2-P2,1,3,10,11,13,17,18",State House,23,REP,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",State House,23,REP,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",PROSECUTING ATTORNEY Jackson County,,REP,TRACEY CHAPPELL,31,28,1,2
Kansas City,"W2-P2,1,3,10,11,13,17,18",PROSECUTING ATTORNEY Jackson County,,REP,Total Votes Cast,31,28,1,2
Kansas City,"W2-P2,1,3,10,11,13,17,18",SHERIFF Jackson County,,REP,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",SHERIFF Jackson County,,REP,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEMAN Ward 2,,REP,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEMAN Ward 2,,REP,Write-In Totals,7,6,1,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEMAN Ward 2,,REP,Total Votes Cast,7,6,1,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEWOMAN Ward 2,,REP,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEWOMAN Ward 2,,REP,Write-In Totals,6,6,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEWOMAN Ward 2,,REP,Total Votes Cast,6,6,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",GOVERNOR,,DEM,NICOLE GALLOWAY,365,325,10,30
Kansas City,"W2-P2,1,3,10,11,13,17,18",GOVERNOR,,DEM,JIMMIE MATTHEWS,10,8,0,2
Kansas City,"W2-P2,1,3,10,11,13,17,18",GOVERNOR,,DEM,ANTOIN JOHNSON,36,33,1,2
Kansas City,"W2-P2,1,3,10,11,13,17,18",GOVERNOR,,DEM,ERIC MORRISON,71,60,2,9
Kansas City,"W2-P2,1,3,10,11,13,17,18",GOVERNOR,,DEM,ROBIN JOHN DANIEL VAN QUAETHEM,8,7,1,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",GOVERNOR,,DEM,Total Votes Cast,490,433,14,43
Kansas City,"W2-P2,1,3,10,11,13,17,18",LIEUTENANT GOVERNOR,,DEM,GREGORY A UPCHURCH,79,73,2,4
Kansas City,"W2-P2,1,3,10,11,13,17,18",LIEUTENANT GOVERNOR,,DEM,ALISSIA CANADY,393,341,12,40
Kansas City,"W2-P2,1,3,10,11,13,17,18",LIEUTENANT GOVERNOR,,DEM,Total Votes Cast,472,414,14,44
Kansas City,"W2-P2,1,3,10,11,13,17,18",SECRETARY OF STATE,,DEM,YINKA FALETI,455,397,13,45
Kansas City,"W2-P2,1,3,10,11,13,17,18",SECRETARY OF STATE,,DEM,Total Votes Cast,455,397,13,45
Kansas City,"W2-P2,1,3,10,11,13,17,18",STATE TREASURER,,DEM,VICKI LORENZ ENGLUND,459,401,14,44
Kansas City,"W2-P2,1,3,10,11,13,17,18",STATE TREASURER,,DEM,Total Votes Cast,459,401,14,44
Kansas City,"W2-P2,1,3,10,11,13,17,18",ATTORNEY GENERAL,,DEM,RICH FINNERAN,332,297,8,27
Kansas City,"W2-P2,1,3,10,11,13,17,18",ATTORNEY GENERAL,,DEM,ELAD GROSS,123,103,6,14
Kansas City,"W2-P2,1,3,10,11,13,17,18",ATTORNEY GENERAL,,DEM,Total Votes Cast,455,400,14,41
Kansas City,"W2-P2,1,3,10,11,13,17,18",U.S. House,5,DEM,EMANUEL CLEAVER II,459,405,12,42
Kansas City,"W2-P2,1,3,10,11,13,17,18",U.S. House,5,DEM,MAITE SALAZAR,38,31,2,5
Kansas City,"W2-P2,1,3,10,11,13,17,18",U.S. House,5,DEM,Total Votes Cast,497,436,14,47
Kansas City,"W2-P2,1,3,10,11,13,17,18",State House,9,DEM,BARBARA ANNE WASHINGTON,457,401,13,43
Kansas City,"W2-P2,1,3,10,11,13,17,18",State House,9,DEM,RYAN MYERS,31,29,1,1
Kansas City,"W2-P2,1,3,10,11,13,17,18",State House,9,DEM,Total Votes Cast,488,430,14,44
Kansas City,"W2-P2,1,3,10,11,13,17,18",State House,23,DEM,MICHAEL L. JOHNSON,261,231,11,19
Kansas City,"W2-P2,1,3,10,11,13,17,18",State House,23,DEM,DERRON BLACK,226,199,3,24
Kansas City,"W2-P2,1,3,10,11,13,17,18",State House,23,DEM,Total Votes Cast,487,430,14,43
Kansas City,"W2-P2,1,3,10,11,13,17,18",PROSECUTING ATTORNEY Jackson County,,DEM,JEAN PETERS BAKER,452,396,12,44
Kansas City,"W2-P2,1,3,10,11,13,17,18",PROSECUTING ATTORNEY Jackson County,,DEM,Total Votes Cast,452,396,12,44
Kansas City,"W2-P2,1,3,10,11,13,17,18",SHERIFF Jackson County,,DEM,DARRYL FORTÈ,425,371,13,41
Kansas City,"W2-P2,1,3,10,11,13,17,18",SHERIFF Jackson County,,DEM,MIKE SHARP,73,66,1,6
Kansas City,"W2-P2,1,3,10,11,13,17,18",SHERIFF Jackson County,,DEM,Total Votes Cast,498,437,14,47
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEMAN Ward 2,,DEM,ALBERT JACKSON,450,396,13,41
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEMAN Ward 2,,DEM,Write-In Totals,4,3,1,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEMAN Ward 2,,DEM,Total Votes Cast,454,399,14,41
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEWOMAN Ward 2,,DEM,VIRGINIA DEE EVANS,449,393,13,43
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEWOMAN Ward 2,,DEM,Write-In Totals,6,5,1,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEWOMAN Ward 2,,DEM,Total Votes Cast,455,398,14,43
Kansas City,"W2-P2,1,3,10,11,13,17,18",GOVERNOR,,LIB,RIK COMBS,3,3,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",GOVERNOR,,LIB,Total Votes Cast,3,3,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",LIEUTENANT GOVERNOR,,LIB,BILL SLANTZ,3,3,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",LIEUTENANT GOVERNOR,,LIB,Total Votes Cast,3,3,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",SECRETARY OF STATE,,LIB,CARL HERMAN FREESE,3,3,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",SECRETARY OF STATE,,LIB,Total Votes Cast,3,3,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",STATE TREASURER,,LIB,NICHOLAS (NICK) KASOFF,3,3,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",STATE TREASURER,,LIB,Total Votes Cast,3,3,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",ATTORNEY GENERAL,,LIB,KEVIN C BABCOCK,3,3,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",ATTORNEY GENERAL,,LIB,Total Votes Cast,3,3,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",U.S. House,5,LIB,ROBIN DOMINICK,3,3,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",U.S. House,5,LIB,Total Votes Cast,3,3,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",State House,9,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",State House,9,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",State House,23,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",State House,23,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",PROSECUTING ATTORNEY Jackson County,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",PROSECUTING ATTORNEY Jackson County,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",SHERIFF Jackson County,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",SHERIFF Jackson County,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEMAN Ward 2,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEMAN Ward 2,,LIB,Write-In Totals,1,1,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEMAN Ward 2,,LIB,Total Votes Cast,1,1,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEWOMAN Ward 2,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEWOMAN Ward 2,,LIB,Write-In Totals,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEWOMAN Ward 2,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",GOVERNOR,,GRE,JEROME HOWARD BAUER,2,2,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",GOVERNOR,,GRE,Total Votes Cast,2,2,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",LIEUTENANT GOVERNOR,,GRE,KELLEY DRAGOO,1,1,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",LIEUTENANT GOVERNOR,,GRE,Total Votes Cast,1,1,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",SECRETARY OF STATE,,GRE,PAUL LEHMANN,2,2,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",SECRETARY OF STATE,,GRE,Total Votes Cast,2,2,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",STATE TREASURER,,GRE,JOSEPH CIVETTINI,2,2,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",STATE TREASURER,,GRE,Total Votes Cast,2,2,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",ATTORNEY GENERAL,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",ATTORNEY GENERAL,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",U.S. House,5,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",U.S. House,5,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",State House,9,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",State House,9,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",State House,23,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",State House,23,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",PROSECUTING ATTORNEY Jackson County,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",PROSECUTING ATTORNEY Jackson County,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",SHERIFF Jackson County,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",SHERIFF Jackson County,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEMAN Ward 2,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEMAN Ward 2,,GRE,Write-In Totals,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEMAN Ward 2,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEWOMAN Ward 2,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEWOMAN Ward 2,,GRE,Write-In Totals,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEWOMAN Ward 2,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",GOVERNOR,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",GOVERNOR,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",LIEUTENANT GOVERNOR,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",LIEUTENANT GOVERNOR,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",SECRETARY OF STATE,,CON,PAUL VENABLE,2,1,0,1
Kansas City,"W2-P2,1,3,10,11,13,17,18",SECRETARY OF STATE,,CON,Total Votes Cast,2,1,0,1
Kansas City,"W2-P2,1,3,10,11,13,17,18",STATE TREASURER,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",STATE TREASURER,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",ATTORNEY GENERAL,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",ATTORNEY GENERAL,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",U.S. House,5,CON,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",U.S. House,5,CON,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",State House,9,CON,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",State House,9,CON,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",State House,23,CON,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",State House,23,CON,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",PROSECUTING ATTORNEY Jackson County,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",PROSECUTING ATTORNEY Jackson County,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",SHERIFF Jackson County,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",SHERIFF Jackson County,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEMAN Ward 2,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEMAN Ward 2,,CON,Write-In Totals,1,1,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEMAN Ward 2,,CON,Total Votes Cast,1,1,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEWOMAN Ward 2,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEWOMAN Ward 2,,CON,Write-In Totals,1,1,0,0
Kansas City,"W2-P2,1,3,10,11,13,17,18",COUNTY COMMITTEEWOMAN Ward 2,,CON,Total Votes Cast,1,1,0,0
Kansas City,W2-P16,Ballots Cast,,,,2,2,0,0
Kansas City,W2-P16,Ballots Cast,,NON,,0,0,0,0
Kansas City,W2-P16,Ballots Cast,,REP,,0,0,0,0
Kansas City,W2-P16,Ballots Cast,,DEM,,2,2,0,0
Kansas City,W2-P16,Ballots Cast,,LIB,,0,0,0,0
Kansas City,W2-P16,Ballots Cast,,GRE,,0,0,0,0
Kansas City,W2-P16,Ballots Cast,,CON,,0,0,0,0
Kansas City,W2-P16,CONSTITUTIONAL AMENDMENT NO. 2,,,Yes,2,2,0,0
Kansas City,W2-P16,CONSTITUTIONAL AMENDMENT NO. 2,,,No,0,0,0,0
Kansas City,W2-P16,CONSTITUTIONAL AMENDMENT NO. 2,,,Total Votes Cast,2,2,0,0
Kansas City,W2-P16,GOVERNOR,,REP,RALEIGH RITTER,0,0,0,0
Kansas City,W2-P16,GOVERNOR,,REP,MIKE PARSON,0,0,0,0
Kansas City,W2-P16,GOVERNOR,,REP,JAMES W. (JIM) NEELY,0,0,0,0
Kansas City,W2-P16,GOVERNOR,,REP,SAUNDRA MCDOWELL,0,0,0,0
